company_id,Oncology,Neurology/Psychiatry,Cardiovascular/Metabolic,Immunology/Autoimmune,Infectious Diseases,Hematology,Gastrointestinal/Hepatology,Dermatology,Ophthalmology,Respiratory,Urology/Renal,Pain Management/Anesthetics
305033222,0,1,1,1,1,0,0,1,0,0,0,1
688617627,0,0,0,1,0,1,1,0,0,0,0,0
387307,1,1,0,0,0,0,0,0,0,0,1,1
955619,0,0,0,0,0,0,0,0,0,0,0,0
9002466,1,1,0,1,1,1,0,0,0,1,0,0
226420,0,0,0,0,1,1,0,0,0,0,0,0
306654,1,0,1,0,0,0,0,0,0,0,0,0
1673457818,0,0,1,0,0,0,0,0,0,1,0,0
603195850,0,0,0,1,0,0,0,0,0,0,0,0
4481200,0,0,0,0,0,0,0,0,0,0,0,0
9206772,0,0,0,0,0,0,0,0,0,0,0,0
9048922,0,1,0,0,0,0,0,0,0,0,0,0
59220391,1,0,0,0,0,0,0,0,0,0,0,0
23826949,1,1,0,1,1,0,1,1,0,1,1,0
662294213,1,0,0,1,0,0,0,0,0,0,0,0
595539666,0,1,1,0,0,0,0,0,0,0,0,0
8279712,0,1,0,0,0,0,0,0,0,0,1,1
13529463,0,0,0,0,0,0,0,0,0,0,0,0
171706,0,0,0,0,0,0,1,0,0,1,0,0
47663822,0,1,0,0,0,0,0,0,0,0,0,1
547604303,0,0,0,0,0,0,0,0,0,0,0,0
997213,0,0,0,0,0,0,0,1,0,0,0,0
2206843,1,0,0,0,0,0,1,0,0,0,0,0
12732263,1,0,1,0,0,0,0,0,0,0,0,0
585213447,0,0,0,1,0,0,0,0,0,0,0,0
548482897,1,0,0,1,0,1,0,0,0,0,0,0
25337,0,0,0,0,0,1,1,0,0,0,0,0
665924,1,1,0,0,0,0,0,0,0,0,1,0
34537,0,0,0,0,0,0,0,0,0,0,0,0
21811775,0,0,1,0,0,0,0,0,0,0,0,0
5424460,1,0,0,0,1,0,0,0,0,0,0,0
24153,0,0,0,0,0,0,1,1,0,0,0,0
208736100,0,0,0,0,0,1,0,0,0,0,0,0
638836263,0,0,1,0,0,0,0,1,0,0,0,0
25217246,0,0,0,0,0,0,0,0,0,1,0,0
266264552,1,0,0,0,1,0,0,0,0,0,0,0
549019944,0,0,0,0,0,0,0,1,0,0,0,0
291566008,0,0,0,1,0,0,1,0,0,0,0,0
253779426,1,0,0,0,0,0,0,0,0,0,0,0
234501591,1,0,0,0,0,0,0,0,0,0,0,0
1679642292,1,0,0,0,0,0,0,0,0,0,0,0
1773603947,0,0,0,1,0,0,0,0,0,1,0,0
878899,1,1,0,0,0,0,1,1,0,0,0,1
36758,1,1,0,1,0,0,0,0,0,0,0,0
6724933,1,1,0,0,0,1,1,0,0,0,0,0
605110856,0,0,0,0,0,0,0,0,0,0,0,0
165846,1,0,0,0,0,0,0,0,0,0,0,0
31100507,1,0,0,0,0,1,0,0,0,0,0,0
7652781,1,0,0,0,0,0,0,0,0,0,0,0
25026,0,0,1,0,0,0,1,1,0,0,0,0
379523413,0,0,0,1,0,1,0,0,0,0,0,0
118046574,1,0,0,0,1,0,0,1,0,0,0,1
563995161,1,0,0,1,0,0,0,0,0,0,0,0
120199,0,0,0,1,1,1,0,0,0,0,0,0
309250670,1,1,1,1,1,0,0,0,0,0,0,0
34921,1,0,0,1,0,1,1,0,0,0,0,0
472125,0,0,1,0,0,0,0,0,0,0,0,0
317428,0,1,0,0,0,0,0,0,1,0,0,0
27304,0,1,0,1,0,0,0,0,0,0,0,0
32561507,1,0,0,1,0,1,0,0,0,1,0,0
378585331,1,0,0,0,0,0,0,0,0,0,0,0
1666001,0,0,0,0,0,0,0,0,0,0,0,0
131424,1,0,0,0,1,1,1,0,0,0,1,0
255357,0,0,0,0,0,0,0,0,0,0,0,0
280584191,1,1,1,0,0,0,0,0,0,0,0,0
322800256,1,0,0,0,0,0,0,0,0,0,0,0
3698924,1,0,0,1,1,0,0,0,0,0,0,0
650922583,0,0,0,0,0,0,0,0,1,0,0,0
36155,1,0,0,0,0,0,0,0,0,0,0,0
699713395,0,0,1,0,0,0,0,0,0,0,1,0
303713108,1,0,0,0,0,0,0,0,0,0,0,0
251758622,0,1,0,0,0,0,0,0,1,0,0,0
1758633149,1,1,0,0,0,0,0,1,0,0,0,0
2983625,1,0,0,1,0,0,0,0,0,0,0,0
880263,0,0,0,0,0,0,0,0,0,0,0,0
419290,1,1,1,1,0,0,0,0,0,0,0,1
351411,0,0,0,0,0,0,0,0,0,0,0,1
34541828,1,0,1,0,0,0,0,1,0,0,0,0
320858778,0,1,0,0,0,0,1,0,0,0,0,0
313219,0,0,0,0,0,0,0,0,0,0,0,0
8285670,0,1,0,0,0,0,0,0,0,0,0,0
31577,1,0,0,0,0,1,0,0,0,0,0,0
8444750,0,0,0,1,0,0,0,0,0,0,0,0
12764263,0,0,0,0,0,0,0,0,0,0,0,0
41018856,0,1,0,1,1,1,1,0,0,0,0,0
1342115,1,0,0,0,0,0,0,0,0,0,0,0
571897314,0,0,0,0,0,0,0,0,0,0,0,0
30599,1,0,0,0,0,1,0,0,0,0,0,0
100802824,0,0,0,1,0,0,0,1,0,0,0,0
259659904,0,1,0,0,0,0,0,0,0,0,0,0
279328,1,0,0,0,0,1,0,0,0,0,0,0
240641776,1,0,0,1,0,0,0,0,1,0,0,0
690261281,1,0,0,1,0,0,0,0,0,0,0,0
62078926,1,1,0,1,1,0,0,0,0,0,0,0
283775412,1,0,0,0,0,0,0,0,0,0,0,0
24362,0,0,1,0,1,0,0,0,0,1,0,0
24349948,0,0,0,0,0,0,0,0,0,0,0,0
876269,1,1,1,1,0,0,0,0,0,1,0,0
137478764,1,0,0,1,1,1,0,0,0,0,0,0
8175880,0,1,1,0,1,0,1,0,0,1,0,1
708527502,0,0,0,0,0,0,1,0,0,0,0,0
662675049,0,0,0,1,0,0,1,0,0,0,0,0
1347260,0,0,0,0,0,0,0,1,0,0,0,0
3182703,1,0,0,1,0,1,0,0,0,1,0,0
9830229,0,0,0,0,0,0,0,0,0,0,0,0
111765,0,0,0,1,1,0,0,0,0,0,0,0
6813000,0,0,0,0,1,0,0,0,0,0,0,0
527874,1,0,0,0,0,0,0,0,0,0,0,0
31822,1,1,0,0,0,0,0,0,0,0,0,0
687140,1,1,0,1,0,1,0,1,1,1,0,0
383101,0,0,0,0,0,0,0,0,0,0,0,0
2383747,0,1,0,0,0,0,0,0,0,0,0,0
1427461,1,0,0,0,1,0,0,0,0,0,0,0
345779,0,1,0,0,0,0,1,1,1,0,0,0
359461,0,0,1,0,0,0,0,0,0,1,0,0
27093,1,0,1,0,0,0,0,0,0,0,0,0
381843816,1,1,1,1,1,0,1,1,0,1,1,0
711504,0,0,0,0,0,0,0,0,0,0,0,0
43324915,0,0,0,0,0,0,0,0,0,0,0,0
849883,1,0,0,0,0,0,0,0,0,0,0,0
5856632,0,0,0,0,0,0,0,0,0,0,0,0
350381,0,0,0,0,1,0,0,0,0,0,0,0
708097952,0,1,1,0,1,0,0,0,0,0,0,0
8087519,1,1,0,0,0,0,0,0,0,0,0,1
100241428,1,1,0,1,0,0,0,0,0,0,0,0
36757,0,0,0,0,0,0,0,0,0,0,0,0
302325481,1,0,0,0,0,0,0,0,0,0,0,0
1843009393,0,0,1,1,0,0,0,0,1,0,0,0
1172058,1,0,0,0,0,0,0,0,0,0,0,0
322481,0,0,0,0,0,0,0,1,0,0,0,0
873679,0,0,0,1,0,0,1,0,0,1,1,0
6022073,0,1,0,0,1,0,0,0,0,0,0,1
24424557,1,0,0,0,0,1,1,0,0,0,0,0
292369,0,1,0,1,0,0,0,0,0,0,0,0
2480879,1,0,0,0,1,1,0,1,0,0,0,0
1680788968,0,0,0,0,1,0,1,0,0,0,0,0
20343535,0,0,0,0,0,0,0,0,0,0,0,0
319630255,0,0,0,0,0,0,0,0,0,0,0,0
545890808,1,0,0,0,0,0,0,0,0,0,1,0
3451109,0,0,0,0,1,0,0,1,0,0,0,0
135242,1,0,0,0,0,0,0,0,0,0,0,0
331329033,1,0,0,1,0,0,0,1,0,0,0,0
22562481,0,0,0,0,1,0,0,0,0,0,0,0
693912695,1,0,0,1,0,0,0,0,0,0,0,0
434566,1,0,1,1,1,0,0,0,0,0,0,0
338272,1,0,1,0,0,0,0,0,0,0,1,0
1815193886,0,0,0,1,0,0,0,0,0,0,0,0
106066,0,0,0,0,1,0,0,0,0,0,0,0
100410633,0,0,0,1,0,0,1,0,1,0,0,0
29978,0,0,0,0,1,0,0,0,0,1,0,0
92716,0,0,0,0,0,0,0,0,0,1,0,0
60978778,0,1,0,0,0,0,0,0,0,0,0,0
27236,0,0,0,0,1,0,1,0,0,0,0,1
257462,0,0,1,1,0,0,0,0,0,0,0,0
764293,1,0,0,1,0,0,0,0,0,0,1,1
545770807,1,0,0,1,1,1,1,0,0,0,0,0
3168463,0,1,1,0,0,0,0,0,0,0,0,0
679038073,0,1,0,0,0,0,0,0,0,0,0,0
34724429,0,1,1,0,1,0,0,1,1,0,0,0
865203,1,0,0,0,0,0,0,0,0,1,0,0
874641,1,0,1,1,0,1,1,0,0,0,1,0
1163873,0,0,0,1,1,0,0,0,0,0,0,0
99715906,0,1,0,0,0,0,0,0,0,0,0,0
1679217092,1,0,0,1,0,0,0,0,0,0,0,0
4494927,0,0,0,0,0,0,1,1,0,0,1,0
217502341,0,0,1,0,0,0,0,0,0,0,0,0
569025678,0,1,1,0,0,0,0,0,0,0,0,0
1796230042,1,1,1,1,0,0,0,0,0,0,0,0
245335894,0,1,0,0,0,0,0,0,0,0,0,0
424913244,1,0,0,0,0,0,0,0,0,0,0,0
312913517,0,0,0,0,0,0,0,0,0,0,0,0
672535556,0,0,0,1,0,0,1,0,0,0,0,0
117789244,0,0,0,0,0,0,0,0,0,0,0,0
574413177,1,0,0,0,1,0,1,1,0,1,0,0
44234400,1,0,0,0,0,1,0,0,0,0,0,0
546599292,0,0,0,0,0,0,0,0,0,0,0,0
1832961004,0,0,0,0,0,0,0,1,0,0,0,0
27115,1,0,0,1,1,0,0,0,0,0,0,0
325880,1,0,0,0,0,0,0,0,0,0,0,0
38768157,1,0,0,1,1,0,0,0,0,0,0,0
29016215,0,0,1,0,0,0,0,0,0,0,0,0
548541911,0,0,0,0,0,0,0,0,0,1,0,0
25522639,0,0,0,0,0,0,1,0,0,0,0,0
435353222,0,1,1,0,0,0,0,0,0,0,0,0
37289262,1,0,0,0,0,0,0,0,0,0,0,1
27313,1,0,0,1,1,0,0,0,0,0,0,0
36644983,0,0,0,0,0,0,0,0,0,0,1,0
5103575,0,1,0,0,0,0,0,0,0,0,0,0
578608671,0,0,0,0,0,0,0,0,0,0,0,0
6021724,1,1,0,1,0,0,0,0,0,0,0,1
7796938,1,0,0,1,0,0,0,0,0,0,0,0
254291,0,0,1,1,0,0,0,0,0,0,0,0
325980525,1,0,0,0,0,0,1,0,0,1,0,0
27542,0,0,0,0,0,0,0,0,0,0,0,0
568596329,0,0,0,1,0,0,0,0,0,0,1,0
8057072,0,0,0,1,0,1,0,0,0,0,0,0
365321,0,0,0,0,0,0,0,0,0,0,0,0
35847,1,0,1,1,0,0,0,0,0,0,0,0
417731313,0,0,0,0,0,0,0,0,0,0,0,0
118162960,1,0,0,0,0,1,0,0,0,0,0,0
1274252,0,1,1,0,0,0,0,0,0,0,0,0
291792580,0,1,0,0,0,0,0,0,0,0,0,0
33377800,0,0,0,1,1,0,1,0,0,0,0,0
28919,1,0,1,1,1,1,0,0,0,0,0,0
10495014,0,0,1,1,0,1,0,0,0,0,0,0
28240761,0,0,0,1,1,1,1,0,0,0,0,0
642067965,1,0,0,1,0,0,0,0,0,0,0,0
28338,1,0,0,0,0,0,0,0,0,0,0,0
589660751,1,1,0,1,1,0,0,0,0,0,0,0
41080995,1,0,1,0,0,0,1,0,1,0,0,0
382083491,1,0,0,1,0,1,0,0,0,0,0,0
7691787,0,1,0,0,0,0,0,0,0,0,0,0
26240,1,0,0,0,0,0,0,0,0,0,0,0
650365002,0,0,0,0,0,0,0,0,1,0,0,0
282053,0,0,0,0,0,1,0,0,0,0,0,0
59516531,1,0,0,0,0,0,0,0,0,0,0,0
250312,1,1,0,0,1,1,0,0,0,0,0,0
280837908,0,0,0,1,0,0,0,0,0,0,0,1
581475891,0,0,0,0,1,0,1,0,0,0,0,0
46539787,0,0,0,0,0,1,0,0,0,0,0,0
874392,0,1,1,0,0,0,1,1,0,0,0,1
339103,0,0,0,0,0,0,1,0,0,0,0,1
171029664,0,1,0,0,0,1,0,0,0,0,0,0
742363,1,0,1,1,0,0,0,0,0,0,0,0
317169670,0,1,0,0,0,0,0,0,0,0,0,0
29984,0,0,0,0,0,0,0,0,1,0,0,0
604186415,1,0,0,0,0,1,0,0,0,0,0,0
8539521,0,1,0,0,0,0,0,0,0,0,0,0
59223727,0,0,0,0,0,0,0,0,0,0,0,0
558022022,1,0,0,1,0,1,0,0,0,0,0,0
114779940,0,0,0,0,0,0,1,0,0,0,0,0
658667,0,0,0,0,0,0,0,1,0,0,0,0
11921517,0,1,0,1,0,0,0,0,0,0,0,0
5397544,0,0,0,0,0,0,0,0,0,0,0,0
24655991,1,1,1,1,0,0,1,1,0,1,0,0
382256,0,0,0,0,0,0,0,0,0,0,0,0
216025020,0,0,1,0,0,0,0,0,0,0,0,0
325435188,1,0,0,0,0,1,0,0,0,0,0,0
318951917,0,0,1,0,1,0,0,0,0,0,0,0
2143874,1,1,1,1,1,0,1,0,0,1,0,0
1267838,1,1,0,0,1,0,0,0,0,0,0,0
21609,0,0,0,0,0,0,0,0,0,0,0,0
369725,0,0,1,0,1,0,0,0,0,0,0,0
29726,1,1,0,1,0,0,0,0,0,0,0,0
254045988,1,0,1,0,0,0,0,0,0,0,0,0
430225247,1,0,0,0,0,0,0,0,0,0,0,0
37378731,1,0,0,0,0,0,0,0,0,0,0,0
430412346,1,0,0,1,1,0,0,0,0,0,0,0
106585545,0,0,1,0,0,0,1,0,0,0,1,0
12647277,0,0,0,0,0,0,0,0,0,0,0,0
883181,0,0,0,0,0,0,0,0,0,0,0,0
9221339,1,1,0,0,0,1,0,0,0,0,0,0
272879653,0,0,1,0,0,0,0,0,1,1,0,0
9104372,0,0,0,0,0,0,0,0,0,0,0,0
401773,1,0,0,0,0,0,0,0,0,0,0,0
100846258,1,0,0,0,0,1,0,0,0,0,0,0
881249,1,0,0,0,0,1,0,0,0,0,0,0
49223295,1,0,0,0,1,0,0,0,0,0,0,0
134106723,1,0,0,0,0,0,0,0,0,0,0,0
11113368,1,0,0,0,0,0,0,0,0,0,0,0
23645229,0,0,0,0,0,0,0,0,0,0,0,0
874540,1,1,0,1,0,0,1,0,0,0,0,0
248196818,1,0,0,1,0,1,0,0,0,0,0,0
538838857,1,0,0,0,0,0,1,0,0,0,0,0
363767,0,0,0,0,0,0,0,0,0,0,0,0
261133065,0,1,0,0,0,0,0,0,0,0,0,0
256887902,0,1,0,0,0,0,0,0,0,0,0,0
26536980,0,0,1,0,0,0,0,0,0,0,1,0
51739240,1,1,1,0,1,0,1,0,1,0,1,0
62392875,1,0,0,1,1,0,0,0,1,0,1,0
536633415,0,0,0,0,0,0,0,0,0,0,0,0
323748321,0,0,0,0,0,0,1,1,1,0,1,0
261234197,1,0,0,1,0,0,1,0,0,0,0,0
30820,1,1,1,1,1,1,1,0,0,0,0,0
139677,1,1,1,1,1,0,0,0,0,0,0,1
685500,1,1,0,0,0,0,1,0,0,0,0,0
602462727,0,1,0,0,0,0,0,0,0,0,0,0
324020,1,0,0,0,0,0,0,0,0,0,0,0
881323,1,0,0,0,0,0,0,0,1,0,0,0
315700,1,0,0,1,1,0,0,0,0,0,0,0
142651139,0,0,0,0,0,0,0,0,1,0,0,0
127882,1,0,0,0,1,0,0,0,0,0,0,0
567313358,0,1,0,0,1,0,0,0,0,0,0,0
34141,1,0,0,0,0,0,0,0,1,0,0,0
595431359,0,0,0,0,0,0,0,0,1,0,0,0
665704,1,0,0,1,0,1,0,0,0,0,0,0
13580387,1,1,0,0,0,0,0,0,0,0,0,1
573597576,0,0,1,0,0,0,0,0,0,0,0,0
11686323,1,0,0,0,0,0,0,0,0,0,0,0
698766339,0,0,0,1,0,0,0,1,1,0,0,0
30867,1,0,0,0,0,0,0,0,0,0,0,0
685404834,0,1,1,0,0,0,0,0,0,0,0,0
367712111,0,1,0,0,0,0,0,0,0,0,0,0
192427,1,0,1,1,0,0,0,0,0,0,1,0
686153,0,0,1,0,1,0,0,0,0,0,0,0
6701589,1,0,0,1,0,0,0,0,0,0,0,0
877797,1,0,0,1,1,1,0,0,0,0,0,0
1623526,1,0,0,0,0,0,0,0,0,0,0,0
23340079,0,1,0,0,0,0,0,0,0,0,1,1
31022657,0,0,0,0,0,0,1,0,0,0,0,0
27159,1,0,0,0,0,0,0,0,0,0,0,0
685515,1,1,1,1,0,1,0,1,0,0,0,0
431699301,0,0,0,0,0,0,0,0,0,0,0,0
4481298,0,0,0,0,0,0,0,1,0,0,0,0
567907651,0,0,0,0,0,0,0,0,0,0,0,0
33715,1,0,1,1,1,1,0,1,1,0,0,0
119056665,1,0,0,0,0,0,1,0,0,0,0,0
537247297,1,0,0,0,0,1,0,0,0,0,1,0
10347835,0,0,0,0,0,0,0,0,1,0,0,0
310815442,0,1,0,0,0,0,0,0,0,0,0,1
268941400,1,0,0,1,1,0,1,0,0,1,0,0
426137,1,0,0,1,0,0,0,0,0,0,0,0
29930,0,0,0,0,1,0,0,0,0,0,0,0
602032140,0,0,0,1,0,0,0,0,0,0,0,1
233918548,1,1,0,0,0,0,1,0,1,1,0,0
345057935,1,0,1,1,0,0,1,0,0,0,0,0
241624822,1,0,0,1,0,0,0,0,0,0,0,0
24349026,0,0,0,0,0,0,0,0,0,0,0,0
636010818,1,0,0,0,0,1,0,0,0,0,0,0
235063288,0,1,0,0,0,0,0,0,1,0,0,0
9683234,1,0,0,0,0,0,0,0,0,0,0,0
423219,0,0,0,1,0,0,0,0,0,1,0,0
264193,1,1,0,0,0,0,0,0,0,0,0,0
256557334,0,1,1,0,0,0,0,0,0,0,0,0
54339075,1,0,0,0,0,1,0,0,0,0,0,0
666815486,0,1,0,0,0,0,0,0,0,0,0,0
6966894,0,1,1,0,0,0,0,0,0,0,1,0
581086763,0,0,0,0,0,0,0,0,0,0,0,0
183083930,1,0,0,0,0,1,0,0,0,0,0,0
384027698,1,0,0,0,0,0,0,0,0,0,0,0
677282690,0,0,0,0,1,0,0,0,0,0,0,0
883662,0,0,1,1,0,0,0,1,0,0,0,0
27508,0,0,0,0,0,0,0,0,0,0,0,1
25341,0,0,0,0,1,0,0,0,0,0,0,0
3280635,1,1,0,0,1,0,0,0,0,0,0,0
421210960,0,0,0,0,0,0,0,0,0,0,0,0
112008811,0,1,0,1,1,1,0,0,0,0,0,0
27058,1,0,0,1,1,0,0,0,0,0,0,0
25622,1,1,0,0,0,0,0,0,1,0,0,0
575585027,1,0,0,1,0,1,1,1,0,0,0,0
11611587,1,0,0,0,1,0,0,0,0,0,0,0
266208867,0,1,1,1,0,0,0,0,0,0,0,0
695310535,1,0,1,0,0,0,0,0,0,0,0,0
127012,0,0,1,1,1,0,0,0,0,0,0,0
248858755,1,1,1,1,1,0,1,0,0,0,1,0
285691,0,0,0,0,1,0,0,1,0,0,0,1
119655,1,0,1,0,0,0,1,0,0,0,0,0
1541596,0,0,0,0,0,0,0,0,0,0,0,1
1144688,0,1,0,1,0,0,1,0,0,0,0,0
419388,0,1,0,0,0,0,0,0,0,0,0,0
167918,1,0,0,0,0,0,0,0,1,0,0,0
36229,0,0,0,0,1,0,0,1,0,0,0,0
257279593,0,0,0,0,0,0,0,0,0,0,0,0
128240703,1,0,0,0,0,1,0,0,0,0,0,0
22595061,1,1,1,1,0,0,1,1,0,1,1,0
530336663,1,1,0,1,0,1,0,0,0,0,0,0
60504284,1,0,0,0,0,0,0,0,0,0,0,0
28877,1,1,1,1,1,0,0,0,1,0,0,0
20356678,0,1,1,1,0,0,0,0,0,0,0,1
97799,1,0,0,1,1,0,0,0,0,0,0,0
240458301,0,0,0,0,0,0,0,0,0,0,0,0
2581204,0,0,1,0,1,0,0,0,0,0,0,1
321823804,1,0,0,0,0,0,0,0,0,0,0,0
1828746377,0,1,0,0,0,0,0,0,0,0,0,1
124001,1,0,0,0,0,0,0,0,0,0,0,1
638929728,1,0,0,0,0,0,0,0,0,0,0,0
266230063,0,1,0,1,0,0,0,0,0,0,0,0
28163,0,0,0,0,0,0,0,0,0,0,0,0
669391457,0,1,1,0,0,0,0,1,0,0,1,1
126911636,0,1,1,0,0,0,0,1,0,1,0,0
285467,1,1,1,1,0,0,1,1,0,0,1,1
414654964,0,0,0,0,0,0,0,0,0,0,0,1
84011067,0,0,0,1,0,0,0,0,0,0,0,1
61177529,0,0,0,0,0,0,0,0,0,0,0,1
23928564,0,0,0,0,0,0,0,0,0,1,1,0
241907563,0,1,0,0,0,0,0,0,0,0,0,0
707594028,0,1,0,0,0,0,0,0,0,0,0,0
28876,0,0,0,0,0,0,0,0,0,0,0,0
128307114,0,0,0,0,0,0,0,0,0,0,0,0
263530964,1,0,0,0,0,0,0,0,0,0,0,0
7845787,1,0,0,0,0,1,0,0,0,0,0,0
1843135,0,0,0,0,0,0,0,0,0,1,1,1
47549518,1,0,0,0,0,0,0,0,0,0,0,0
107567,0,1,0,0,0,0,0,0,0,0,0,0
313525797,0,0,0,0,0,0,0,0,0,0,0,0
535251861,0,1,1,1,0,0,1,1,0,1,0,0
9622521,0,0,0,0,0,0,0,0,0,0,0,0
117852744,0,1,1,0,0,0,0,0,0,0,0,0
115478,0,0,0,0,0,0,0,0,0,0,0,0
539024074,0,0,0,0,0,1,0,0,0,0,0,0
3206363,1,0,0,0,0,0,0,0,0,0,0,0
1001491,1,0,0,1,0,0,1,0,0,0,0,0
560735713,1,0,0,1,0,0,0,0,0,0,0,0
876950,1,1,1,1,0,1,0,0,0,0,0,0
874491,0,1,0,1,0,0,0,0,0,0,0,0
28921,0,0,0,0,0,1,0,0,0,0,0,0
549849556,1,0,0,0,1,0,0,0,0,0,0,0
22287761,0,0,0,1,0,0,0,0,0,0,0,0
281487796,1,0,0,1,0,0,0,0,0,0,0,0
215515336,0,1,0,0,0,0,0,0,0,0,0,0
1842922977,1,1,1,1,1,1,0,0,1,1,0,1
1345235,1,0,0,0,0,1,0,0,0,0,0,0
81690022,0,1,1,1,0,0,1,0,0,0,0,0
308350677,1,0,0,0,0,0,0,0,0,0,0,0
4493541,1,1,1,0,0,1,1,0,0,1,1,0
11506913,0,1,0,0,0,0,0,0,0,0,0,0
30300,0,1,1,1,1,0,0,0,0,0,0,0
115881768,1,0,0,0,0,0,0,0,0,0,0,0
26618,0,1,0,0,0,0,0,0,0,0,0,0
638436714,0,0,0,1,0,0,0,1,0,0,0,0
129802746,1,0,0,0,0,1,0,0,0,0,0,0
383165,1,0,1,1,0,0,0,1,0,1,0,0
597313585,1,1,1,1,0,1,0,0,0,0,0,0
298754,0,0,1,0,0,0,0,0,0,0,0,0
265459,0,0,0,0,0,0,0,0,0,0,0,0
877463,0,0,0,0,0,0,0,0,0,0,0,0
365333564,1,0,0,1,0,0,0,0,0,0,0,0
34816993,1,0,0,0,0,0,0,0,0,0,0,0
11211797,0,0,0,0,0,0,0,0,0,0,0,0
541399578,1,0,0,0,0,0,0,0,0,0,0,0
100256926,1,0,0,1,0,0,0,0,0,0,0,0
704589075,1,1,0,0,0,0,0,0,0,0,0,0
34233,1,0,0,0,0,0,0,1,0,0,0,0
669640055,1,0,0,0,1,0,0,0,0,0,0,0
1072270,0,0,0,1,1,1,0,0,0,0,0,0
274894404,1,0,0,0,0,1,0,0,0,0,0,0
40258315,0,0,1,0,0,0,0,0,0,0,0,0
650383665,0,0,0,0,1,0,0,1,1,0,0,0
2214205,1,0,0,0,0,0,0,0,0,0,0,0
106485352,1,0,0,1,0,0,0,0,0,0,0,0
301083114,0,0,0,0,0,0,0,0,0,0,0,0
583057578,1,0,0,0,1,0,1,0,0,0,0,0
432438570,0,1,0,1,0,0,1,0,0,1,0,0
5449412,0,0,0,0,0,0,0,0,0,0,0,0
424111353,1,0,0,0,0,0,0,0,0,0,0,0
84155935,1,0,0,1,1,0,0,1,1,0,0,0
114980744,0,0,1,0,0,0,0,0,0,0,0,0
297390520,1,0,0,0,0,0,0,0,0,0,0,0
332954,1,0,0,1,0,1,0,0,0,0,0,0
3126203,0,0,0,0,0,0,0,0,0,0,0,0
35111,1,1,1,1,1,0,1,1,0,0,0,1
572350487,0,0,0,0,0,0,0,0,0,0,0,0
363049,0,1,0,1,0,1,0,0,0,0,0,1
28949,1,1,0,0,1,0,0,0,0,1,0,0
1759110787,1,0,1,1,1,0,0,0,0,0,0,0
36595608,0,0,0,0,0,0,0,0,0,0,0,0
690777279,0,1,0,0,0,0,0,0,0,0,0,0
29481881,0,1,0,1,0,0,0,0,0,0,0,0
141109936,1,0,1,1,0,0,0,0,1,0,0,0
35961030,0,0,0,0,0,0,0,1,0,0,0,0
370941,0,0,0,0,1,0,0,0,0,0,0,0
607715156,0,0,0,0,0,0,0,0,0,0,0,1
253038643,0,0,0,0,0,0,0,0,0,0,0,0
879722,1,1,1,1,1,0,0,0,0,0,0,1
291783457,1,0,0,0,0,0,0,0,0,0,0,0
24754,0,0,0,0,0,0,0,0,0,0,0,0
27779,0,0,0,1,0,0,0,0,0,0,0,0
587164467,0,0,0,0,0,0,0,0,0,0,0,0
20786046,1,0,0,0,1,0,0,0,0,0,0,0
321460821,1,0,0,1,0,1,0,0,0,0,0,0
427941055,0,0,0,0,0,0,0,0,0,0,0,0
38652417,0,0,1,0,0,0,0,0,0,0,1,0
34916,1,0,0,0,0,1,0,0,0,0,0,0
265360,1,0,0,0,0,0,0,0,0,0,0,1
180567741,1,0,0,0,0,1,0,0,0,0,0,0
876399,1,0,0,0,0,0,0,0,0,0,0,0
129852091,0,0,0,0,0,0,0,1,0,1,0,0
108717,0,0,0,0,0,0,0,0,0,0,0,0
280597237,0,1,0,0,0,0,0,0,0,0,0,0
21766682,1,0,0,0,0,0,0,0,0,0,1,0
552805228,1,0,0,0,0,1,0,0,0,0,0,0
225807943,0,0,0,0,0,0,0,1,0,0,0,0
113495056,1,0,0,0,0,0,0,0,0,0,0,0
247856902,0,1,0,0,0,0,1,0,0,0,0,0
7687618,0,0,0,0,1,0,0,0,0,1,0,0
39791682,1,0,0,1,0,0,0,0,0,0,0,0
7652741,0,0,0,0,0,0,0,0,0,0,0,0
269468557,0,0,0,0,0,0,0,0,0,0,0,0
31211,1,0,1,0,0,1,1,1,0,0,0,0
345286,0,0,0,0,1,0,1,0,0,0,0,0
225412256,1,0,0,0,0,0,1,0,0,0,0,1
282774456,1,0,0,0,0,1,0,0,0,0,0,0
24164591,1,0,0,0,0,1,0,0,0,0,0,0
1208927,1,0,0,0,0,0,0,0,0,0,0,0
568186910,1,0,0,0,0,0,0,0,0,0,0,0
260494,1,0,0,0,1,0,0,0,0,1,0,0
410936952,0,0,0,0,0,0,0,0,0,0,0,0
36626000,0,0,0,0,0,0,0,0,0,0,0,0
24352,0,0,0,0,0,0,0,0,1,0,0,0
1797302335,1,0,0,1,0,0,0,0,0,0,0,0
83345566,1,0,0,0,1,0,0,0,0,0,0,0
137717,0,0,1,0,0,0,0,1,0,0,0,1
23777499,1,0,0,0,0,0,0,0,0,0,0,0
103375,1,0,1,0,0,1,0,1,1,0,0,0
409236524,0,1,0,0,0,0,0,0,0,0,0,0
789654,0,0,0,0,0,0,0,0,0,0,0,0
218786,0,1,1,0,1,0,0,0,0,0,0,1
634057733,0,0,0,0,0,0,0,0,0,0,1,0
4483981,0,0,0,0,0,0,0,0,0,0,0,0
128680956,1,0,1,1,1,0,0,0,0,0,0,0
